"http://dbpedia.org/resource/Postumus","postumus","64"
"http://dbpedia.org/resource/Marcus_Aemilius_Lepidus","lepidus&nbsp;","7"
"http://dbpedia.org/resource/Sextus_Pompey","sextus pompey","1"
"http://dbpedia.org/resource/Vetranio","vetranio","102"
"http://dbpedia.org/resource/Pompey","pompey the great","0"
"http://dbpedia.org/resource/Julius_Caesar","julius caesar","2"
"http://dbpedia.org/resource/Valerius_Romulus","romulus&nbsp;","90"
"http://dbpedia.org/resource/Philippus_II","philip ii","49"
"http://dbpedia.org/resource/Marcian","marcian","122"
"http://dbpedia.org/resource/Marcus_Junius_Brutus_the_Younger","brutus&nbsp;","3"
"http://dbpedia.org/resource/Licinius","licinius i","91"
"http://dbpedia.org/resource/Claudius_Gothicus","claudius gothicus ii","70"
"http://dbpedia.org/resource/Hostilian","hostilian","53"
"http://dbpedia.org/resource/Magnentius","magnentius&nbsp;","100"
"http://dbpedia.org/resource/Marcus_Aurelius_Probus","probus&nbsp;","76"
"http://dbpedia.org/resource/Maximinus_Thrax","maximinus i","43"
"http://dbpedia.org/resource/Constantius_II","constantius ii","98"
"http://dbpedia.org/resource/Clodius_Albinus","clodius albinus","35"
"http://dbpedia.org/resource/Maximian","maximianus","83"
"http://dbpedia.org/resource/Hadrian","hadrian&nbsp;","27"
"http://dbpedia.org/resource/Avitus","avitus&nbsp;","124"
"http://dbpedia.org/resource/Mark_Antony","marcus antonius","6"
"http://dbpedia.org/resource/Alexander_Severus","severus alexander","42"
"http://dbpedia.org/resource/Petronius_Maximus","petronius maximus&nbsp;","123"
"http://dbpedia.org/resource/Constantius_Chlorus","constantius i (chlorus)&nbsp;","85"
"http://dbpedia.org/resource/Julian_(emperor)","julian ii (the apostate)&nbsp;","103"
"http://dbpedia.org/resource/Volusianus","volusianus","55"
"http://dbpedia.org/resource/Marcus_Aurelius_Marius","marius&nbsp;","66"
"http://dbpedia.org/resource/Tiberius","tiberius&nbsp;","10"
"http://dbpedia.org/resource/Theodosius_I","theodosius i (the great)&nbsp;","112"
"http://dbpedia.org/resource/Pertinax","pertinax","33"
"http://dbpedia.org/resource/Titus","titus&nbsp;","23"
"http://dbpedia.org/resource/Quintillus","quintillius&nbsp;","71"
"http://dbpedia.org/resource/Pupienus_and_Balbinus","balbinus and pupienus","46"
"http://dbpedia.org/resource/Britannicus","britannicus","16"
"http://dbpedia.org/resource/Anastasius_I_Dicorus","anastasius&nbsp;","130"
"http://dbpedia.org/resource/Constantius_Gallus","constantius gallus&nbsp;","99"
"http://dbpedia.org/resource/Quietus","quietus","63"
"http://dbpedia.org/resource/Tetricus_II","tetricus ii","69"
"http://dbpedia.org/resource/Constantine_III_(Western_Roman_Emperor)","constantine iii","115"
"http://dbpedia.org/resource/Eugenius","eugenius","110"
"http://dbpedia.org/resource/Valentinian_II","valentinian","109"
"http://dbpedia.org/resource/Justin_I","justin i&nbsp;","131"
"http://dbpedia.org/resource/Germanicus","germanicus&nbsp;","13"
"http://dbpedia.org/resource/Macrinus","macrinus&nbsp;","40"
"http://dbpedia.org/resource/Dalmatius","delmatius&nbsp;","94"
"http://dbpedia.org/resource/Gordian_III","gordianus iii&nbsp;","47"
"http://dbpedia.org/resource/Gallienus","gallienus","60"
"http://dbpedia.org/resource/Theodosius_II","theodosius ii","120"
"http://dbpedia.org/resource/Valerian_II","valerian ii","59"
"http://dbpedia.org/resource/Gordian_II","gordianus ii - africanus","45"
"http://dbpedia.org/resource/Antoninus_Pius","antoninus pius&nbsp;","29"
"http://dbpedia.org/resource/Vespasian","vespasian&nbsp;","22"
"http://dbpedia.org/resource/Constantine_the_Great","constantine i (the great)","88"
"http://dbpedia.org/resource/Priscus_Attalus","priscus attalus&nbsp;","118"
"http://dbpedia.org/resource/Licinius_II","licinius ii","92"
"http://dbpedia.org/resource/Crispus","crispus","93"
"http://dbpedia.org/resource/Constans","constans","97"
"http://dbpedia.org/resource/Maxentius","maxentius","89"
"http://dbpedia.org/resource/Caracalla","caracalla","39"
"http://dbpedia.org/resource/Carus","carus","77"
"http://dbpedia.org/resource/Magnus_Maximus","magnus maximus","111"
"http://dbpedia.org/resource/Numerian","numerianus","79"
"http://dbpedia.org/resource/Flavius_Valerius_Severus","severus ii","86"
"http://dbpedia.org/resource/Vitellius","vitellius","21"
"http://dbpedia.org/resource/Zeno_(emperor)","zeno&nbsp;","129"
"http://dbpedia.org/resource/Caligula","caligula&nbsp;","14"
"http://dbpedia.org/resource/Arcadius","arcadius","114"
"http://dbpedia.org/resource/Valens","valens&nbsp;","106"
"http://dbpedia.org/resource/Herennius_Etruscus","herennius etruscus","52"
"http://dbpedia.org/resource/Claudius","claudius","15"
"http://dbpedia.org/resource/Domitian","domitian&nbsp;","24"
"http://dbpedia.org/resource/Majorian","majorian","126"
"http://dbpedia.org/resource/Joannes","johannes","119"
"http://dbpedia.org/resource/Honorius_(emperor)","honorius","113"
"http://dbpedia.org/resource/Philip_the_Arab","philip i&nbsp; - the arab","48"
"http://dbpedia.org/resource/Romulus_Augustulus","romulus augustus&nbsp;","128"
"http://dbpedia.org/resource/Justinian_I","justinian&nbsp;","132"
"http://dbpedia.org/resource/Uranius","uranius antoninus","57"
"http://dbpedia.org/resource/Saloninus","saloninus","61"
"http://dbpedia.org/resource/Leo_I_the_Thracian","leo i&nbsp;","125"
"http://dbpedia.org/resource/Gnaeus_Domitius_Ahenobarbus_(consul_32)","ahenobarbus&nbsp;","5"
"http://dbpedia.org/resource/Trajan","trajan","26"
"http://dbpedia.org/resource/Commodus","commodus&nbsp;","32"
"http://dbpedia.org/resource/Gaius_Cassius_Longinus","cassius&nbsp;","4"
"http://dbpedia.org/resource/Gratian","gratian","108"
"http://dbpedia.org/resource/Marcus_Claudius_Tacitus","tacitus&nbsp;","74"
"http://dbpedia.org/resource/Laelianus","laelianus&nbsp;","65"
"http://dbpedia.org/resource/Nero_Claudius_Drusus","nero claudius drusus&nbsp;","12"
